이름,주소,카테고리,위도,경도,source
아레나블랙PC 가산점ARENA BLACK,서울 금천구 가산동 146-84,PC방,37.4785543407841,126.893147305131,keyword
나인 PC방,서울 금천구 독산동 165-6,PC방,37.4723801218269,126.901919571929,keyword
EFC PC 가산점,서울 금천구 가산동 146-85,PC방,37.4785534397762,126.893147306414,keyword
레드포스 PC아레나 난곡사거리점,서울 관악구 신림동 530-1,PC방,37.4835673140909,126.913810674381,keyword
게임 배틀(Game battle) PC방,서울 관악구 신림동 522-2,PC방,37.4844628776475,126.913757635169,keyword
대박게임랜드,서울 관악구 신림동 527-3,PC방,37.4821265780242,126.915022099623,keyword
긱스타 PCGEEK STAR PC CAFE,서울 관악구 신림동 518-56,PC방,37.4859367554434,126.913523020061,keyword
친구PC방,서울 영등포구 대림동 1082-26,PC방,37.488927520796,126.899152531407,keyword
엑시트 피시카페 난곡점,서울 관악구 신림동 527-10,PC방,37.4822718359501,126.915294416617,keyword
아레나블랙PC방,서울 금천구 독산동 159-23,PC방,37.4715620398819,126.89875646323,keyword
레벨업PC방 인피니티,서울 금천구 가산동 219-5,PC방,37.4745399908441,126.889819140698,keyword
에이원PC,서울 관악구 신림동 522-2,PC방,37.4844448641001,126.913766701166,keyword
주식회사 옥토끼소프트 가산동지점,서울 금천구 가산동 145-15,PC방,37.4776081267682,126.89198643857,keyword
멜론PC방,서울 동작구 신대방동 607-5,PC방,37.4903764149783,126.908078990988,keyword
리버스PC방,서울 금천구 가산동 151-51,PC방,37.4765994967135,126.892535073039,keyword
인터라켄PC방,서울 관악구 신림동 527-13,PC방,37.48231172620887,126.91563808287573,keyword
로얄바카라,서울 관악구 신림동 529-7,PC방,37.4826652145872,126.914790840148,keyword
N조이PC방,서울 관악구 신림동 527-2,PC방,37.4822182641383,126.914721248783,keyword
바다PC방,서울 관악구 신림동 529-13,PC방,37.4837082716773,126.914361139144,keyword
멜론 ASSEMBLE PC,서울 동작구 신대방동 602-15,PC방,37.489701868195084,126.90964589326131,keyword
피에스타 PC 금천가산점,서울 금천구 가산동 234-45,PC방,37.47231697355101,126.89350324180215,keyword
제닉스아레나 독산점,서울 금천구 독산동 159-23,PC방,37.4715952676972,126.898628675567,keyword
현대게임랜드,서울 금천구 가산동 139-14,PC방,37.4791949419991,126.88921648971,keyword
뉴스타PC방,서울 금천구 독산동 152-8,PC방,37.471640573794,126.897879113868,keyword
땅콩게임장,서울 관악구 신림동 527-10,PC방,37.4822718359501,126.915294416617,keyword
쓰리팝PC방 구로점,서울 구로구 구로동 1280,PC방,37.4885092379614,126.890801577564,keyword
친구PC방,서울 구로구 가리봉동 125-14,PC방,37.4802498372073,126.88901820831,keyword
아레나블랙PC,서울 금천구 독산동 292-8,PC방,37.4666890226202,126.897303696668,keyword
황금게임랜드,서울 금천구 가산동 139-15,PC방,37.4790650844686,126.889096839925,keyword
바닐라PC방,서울 관악구 신림동 525-26,PC방,37.48284451416074,126.9160479051776,keyword
동보PC존,서울 영등포구 대림동 1031-1,PC방,37.4904542223938,126.901760254156,keyword
국가대표PC,서울 구로구 가리봉동 131-19,PC방,37.4800899010268,126.89045882357,keyword
월드클래스PC방,서울 금천구 독산동 302-3,PC방,37.471830443404,126.892524944061,keyword
제왕왕바제왕PC방,서울 구로구 가리봉동 122,PC방,37.4828440661778,126.887352334839,keyword
당인가PC 4호점,서울 영등포구 대림동 1068-10,PC방,37.4903972614252,126.898331891799,keyword
프린트카페 남구로역점,서울 구로구 구로동 169-4,프린트카페,37.4892995528767,126.891924377065,keyword
프린트카페 롯데마트맥스 금천점,서울 금천구 독산동 295-10,프린트카페,37.4706790485218,126.895647775603,keyword
프린트카페 신림역점,서울 관악구 신림동 1421-29,프린트카페,37.4851475513163,126.929966162282,keyword
프린트카페 신도림점,서울 구로구 구로동 3-25,프린트카페,37.5070387936593,126.890224925815,keyword
프린트카페 서울대2호점,서울 관악구 신림동 1555,프린트카페,37.4687912291721,126.934150433967,keyword
프린트카페 봉천역점,서울 관악구 봉천동 927-8,프린트카페,37.4821609529831,126.94206439875,keyword
프린트카페 동양미래대학점,서울 구로구 고척동 62-135,프린트카페,37.5000144822779,126.867323261559,keyword
프린트카페 신대방삼거리역점,서울 동작구 대방동 406-10,프린트카페,37.4997157895294,126.928222294259,keyword
프린트카페 서울대3호점,서울 관악구 신림동 103-113,프린트카페,37.4717256706879,126.938903746717,keyword
프린트카페 서울대1호점,서울 관악구 신림동 1538-2,프린트카페,37.4691246588569,126.937573085773,keyword
프린트카페 철산역점,경기 광명시 철산동 409,프린트카페,37.475031453911,126.868222110507,keyword
프린트카페 광명하안점,경기 광명시 하안동 33-5,프린트카페,37.4630957635371,126.880058498875,keyword
CU 신림CS점,서울 관악구 신림동 1474-10,편의점,37.481228318586304,126.91261491140176,category
GS25 신림조원점,서울 관악구 신림동 563-59,편의점,37.4823799470762,126.909214895733,category
CU 관악킹점,서울 관악구 신림동 1486-3,편의점,37.4801469529126,126.911198402548,category
GS25 신림리치점,서울 관악구 신림동 530-11,편의점,37.48291769581832,126.91382272698215,category
GS25 관악미성점,서울 관악구 신림동 1488-1,편의점,37.4802164414085,126.91255503749,category
CU 관악해오름점,서울 관악구 신림동 1475-14,편의점,37.480238506745,126.91438771112,category
CU 독산문성점,서울 금천구 독산동 894-16,편의점,37.477027670026914,126.90884602824555,category
CU 관악조원점,서울 관악구 신림동 542-14,편의점,37.4819343654514,126.910947550072,category
GS25 신림센트럴점,서울 관악구 신림동 1568-36,편의점,37.480020044022204,126.91505614183365,category
CU 관악신도점,서울 관악구 신림동 561-5,편의점,37.4835185700226,126.908887891605,category
GS25 신림난향점,서울 관악구 신림동 763-19,편의점,37.4767334441693,126.915448769431,category
CU 신림조원점,서울 관악구 신림동 551-29,편의점,37.4851553310294,126.90957787525,category
GS25 독산문성점,서울 금천구 독산동 895-24,편의점,37.4773799241501,126.90763364556,category
세븐일레븐 관악신사점,서울 관악구 신림동 527-1,편의점,37.4824164548426,126.914678059561,category
GS25 신대방노블점,서울 관악구 신림동 529-13,편의점,37.4836200147127,126.914418902976,category
GS25 신림난우점,서울 관악구 신림동 585-82,편의점,37.4771488265778,126.916741652326,category
GS25 신대방역점,서울 관악구 신림동 518-18,편의점,37.4862134980251,126.912480206713,category
CU 신대방해피점,서울 동작구 신대방동 695-1,편의점,37.4864765475302,126.907685765916,category
맑은솔약국,서울 관악구 신림동 1565-13,약국,37.47794621630727,126.91546775321248,category
난곡비타민약국,서울 관악구 신림동 755-12,약국,37.474925060251024,126.91663558950954,category
신대방365약국,서울 관악구 신림동 499-51,약국,37.4874907520086,126.914428056012,category
조양약국,서울 관악구 신림동 517-21,약국,37.48698727141898,126.91468077633452,category
경성약국,서울 관악구 신림동 481-26,약국,37.48534849144455,126.91873271789245,category
세영약국,서울 관악구 신림동 527-3,약국,37.4821787779035,126.914940635344,category
푸른약국,서울 관악구 신림동 519-5,약국,37.48538004456209,126.91367630293529,category
일광약국,서울 관악구 신림동 494-2,약국,37.486864069706435,126.91755175829475,category
다정약국,서울 관악구 신림동 527-13,약국,37.4823522804415,126.915650474208,category
뿌리약국,서울 관악구 신림동 608-38,약국,37.4742742411222,126.918806888073,category
육당약국,서울 관악구 신림동 613-3,약국,37.4739931759537,126.91887954437,category
참사랑약국,서울 동작구 신대방동 719,약국,37.48810009261091,126.90645015648802,category
바를정한방병원,서울 관악구 신림동 527-13,병원,37.482284716958915,126.9156675095924,category
서울본내과의원,서울 관악구 신림동 543-22,병원,37.48141821481045,126.91111662438298,category
으뜸이비인후과의원,서울 관악구 신림동 527-2,병원,37.4821822352481,126.914737118513,category
한솔신경정신과의원,서울 관악구 신림동 1565-13,병원,37.47788586410973,126.91548930188162,category
신대방참좋은정형외과의원,서울 관악구 신림동 518-1,병원,37.4867006852759,126.913352535192,category
최진현내과의원,서울 관악구 신림동 527-3,병원,37.4821607675131,126.914954223284,category
우리정형외과의원,서울 관악구 신림동 1475-4,병원,37.4806755243422,126.914426783684,category
조인트힐병원,서울 관악구 신림동 726-5,병원,37.4737399794988,126.917559393867,category
런드리익스프레스샵 신대방점,서울 관악구 신림동 476-11,코인빨래방,37.48721982915817,126.91865154155727,keyword
워시프렌즈 셀프빨래방 서울신림점,서울 관악구 신림동 482,코인빨래방,37.4853285060623,126.919812533911,keyword
워시엔조이 신림난곡점,서울 관악구 신림동 612-40,코인빨래방,37.4741418222654,126.9201726828,keyword
세탁풍경 신림점,서울 관악구 신림동 1572-1,코인빨래방,37.4817912569127,126.918655165973,keyword
런드리킹,서울 관악구 신림동 510-23,코인빨래방,37.48374302015942,126.91633069319523,keyword
워시팡팡셀프빨래방 신대방역점,서울 관악구 신림동 475-1,코인빨래방,37.48819378668403,126.91860525670775,keyword
런드리익스프레스 신원점,서울 관악구 신림동 1581-1,코인빨래방,37.4827741676242,126.923930779791,keyword
크린업24 난곡점,서울 관악구 신림동 707-10,코인빨래방,37.4714994297516,126.919243988661,keyword
화이트365 관악신원2호점,서울 관악구 신림동 1614-1,코인빨래방,37.4811292663216,126.924461573522,keyword
크린토피아 코인워시 신림문화의거리점,서울 관악구 신림동 1457-19,코인빨래방,37.4868558747729,126.924148258054,keyword
버블맨24 신대방점,서울 동작구 신대방동 691-3,코인빨래방,37.4876859036782,126.910289434041,keyword
워시엔조이 신림역점,서울 관악구 신림동 1433-170,코인빨래방,37.4849142826395,126.925692452908,keyword
세탁프리워시 신대방역점,서울 관악구 신림동 499-4,코인빨래방,37.4872831429736,126.916418332148,keyword
짐엑스 신대방점,서울 관악구 신림동 504-8,헬스장,37.48497598159,126.916872039539,keyword
짐박스피트니스 난곡점,서울 관악구 신림동 614-19,헬스장,37.4737244387699,126.918536162847,keyword
크라운짐휘트니스,서울 관악구 신림동 1563-66,헬스장,37.4746215957732,126.915613942463,keyword
더스테이짐,서울 관악구 신림동 517,헬스장,37.4871841700234,126.914098240536,keyword
저스트바디짐,서울 관악구 신림동 1474-8,헬스장,37.48095545516727,126.912807432659,keyword
하이설핏,서울 관악구 신림동 1475-1,헬스장,37.480995371546,126.914411721009,keyword
이너핏,서울 관악구 신림동 517,헬스장,37.4871155914615,126.913958112059,keyword
탑 남여헬스휘트니스,서울 관악구 신림동 522-3,헬스장,37.4842502827804,126.913816673777,keyword
근핏,서울 동작구 신대방동 719,헬스장,37.4881271496678,126.906484044252,keyword
플랜에이스터디카페 서울대입구역센터,서울 관악구 봉천동 874-6,스터디카페,37.4818780250069,126.949924707602,keyword
골드버그스터디카페,서울 관악구 신림동 409-83,스터디카페,37.4777968284527,126.932559746929,keyword
이루리스터디룸,서울 관악구 신림동 1424-19,스터디카페,37.4859845760349,126.929946159301,keyword
어라운드스터디카페 신림점,서울 관악구 신림동 1640-9,스터디카페,37.4839019713678,126.929317199289,keyword
어반라이프 스터디카페,서울 동작구 신대방동 344-15,스터디카페,37.4975188081485,126.927683846712,keyword
맥PC토랑,서울 관악구 신림동 611-30,PC방,37.4741511088648,126.919253571273,keyword
나는게이머다PC,서울 관악구 신림동 621-26,PC방,37.471671118408,126.919974086914,keyword
케이탑피씨코인 노래연습장,서울 금천구 독산동 192-22,PC방,37.4690758106018,126.902638320842,keyword
